track_name,album_name,valence,energy,speechiness,loudness,tempo,album_release_year,lyrics,duration_ms
Aquarium,Watching Movies with the Sound Off (Deluxe Edition),0.415,0.765,0.171,-7.379,142.147,2013,"Yeah
Do you feel it?
Don't answer, that was a rhetorical question
Rhetorical (rhetorical)
Forever life been never nice, we expedite the process
And every night I get advice, cause life is way too complex
Heaven's lights are hella bright, ironic how that came to be
But can't you see? This angel speaks
She's saying the place is safe for me
I told ""wait or me, "" the make believer normally disguise
Transform before your eyes and glorifies euphoric highs
The morning rises and I'm fast asleep
Somewhere off in the master suite
Having dreams of Latin queens and nasty freaks
My mind, it wonders to places yonder and even farther
When I'm sleep walking I'm Stephen Jobs or I'm Peter Parker
A genius author, a Jesus preaching just to feed his daughter
The weed to spark up, yeah he's a goner, fuck these premadonnas
I'll always wonder what happened 3000 years ago
I like to toy with the idea that we really know
Is what I do important in the grand scheme of things?
In my head these dreams are dreamt, trust me we are kings
I'm living a blindfold, like where did the time go
I know you hear me out there, can you sign off?
I'ma follow you wherever your mind goes
Baby I'ma follow you wherever your mind goes
Can you wait girl, so I won't be
Hold you closely, so we don't speak
Will you follow me wherever my mind goes?
So will you follow me wherever my mind goes?
I'm just trying to make it all make sense
As you hypothesize on how to monetize, take advantage of
All the time we all behind, get lost in this Aquarium
America, the standard of vanity when the camera's up
We become celebrities, distract from the hysteria
Confessions that I have and curiosity about life and death
Most of us will never understand it, we just like the quest
Read about the meaning of dreaming and all its messages
Sedatives that take me to God, witness his fetishes
We all in search for substance, that gives you pain and numbness
Circumstances advance the second chances, for this beloved
I wish I could tell you that I didn't see this coming
But I'm ready for it all to end, die before tomorrows trend
Your life, it all depends on dollars spent and knowledge gained
Darkness on the brain, lost inside, forgotten days
Life, it works in such mysterious ways
All these years that I pray, hope you hear what I say
I'm living a blindfold, like where did the time go
I know you hear me out there, can you sign off?
I'ma follow you wherever your mind goes
Baby I'ma follow you wherever your mind goes
Can you wait girl, so I won't be
Hold you closely, so we don't speak
Will you follow me wherever my mind goes?
So will you follow me wherever my mind goes?
Wherever my mind goes
I'ma follow you wherever your mind goes
Wherever your mind goes
Will you follow me wherever my mind goes?
I'ma follow you wherever your mind goes
I'ma follow you wherever your mind goes
Will you follow me wherever my mind goes?
Will you follow me wherever my mind goes?
I'ma follow you wherever your mind goes
I'ma follow you wherever your mind goes
Will you follow me wherever my mind goes?
Will you follow me wherever my mind goes?",301096
Youforia,Watching Movies with the Sound Off (Deluxe Edition),0.0871,0.616,0.0433,-6.234,180.696,2013,"Take me to euphoria according to the story of a warrior
Picturing my visions as you look inside my cornea
I've been waiting so long
To get into her view by my side (to tell you I love you)
I can't do no wrong when you are an angel
With you by my side, you are my euphoria
And when you look in my eyes the pain goes a-way, euphoria (euphoria)
You feel so damn good, (I want you to know that)
Just come take my hand closer
We could go to the moon
Look at my eyes as we land
We're here now
Euphoria
Euphoria
Oh oh oh oh
Now when you lay in my arms the pain goes a-way, euphoria
And when you're mine, I won't let you go
The pain, it can stay (like euphoria)",259143
Goosebumpz - Bonus Track,Watching Movies with the Sound Off (Deluxe Edition),0.597,0.804,0.241,-5.234,144.112,2013,"Better act right cos I smack dykes
Give em blow and a bit of that bagpipe
Bitch wanna live that rap life
But I already hit that last night
Think you're fucking with me huh?
Must be hitting that crack-pipe
I be making my money
Thank God I learned how to add right
My cash like that cocaine
Give me more, say give me more
Don't worry about it, ain't no thing
Big titty hoes in my videos
Classy bitch, don't kiss and tell
Smack her ass and then wish her well
Life sucks, better give em hell
Get money, fuck girls, free Biggavel
A million in my briefcase
'Bout to shop for some real estate
'Bout to party with drugs though
Turn it up, bitch feel the bass
Throwing money, in your face
Feeling good, living great
Bad bitches in different states
It's like I think I'm Vincent Chase
With pornstars, sports cars
And my crib got a courtyard?
How we get all this money though?
You know how big his tours are?
Greedy bitch, you a needy bitch
Want some money, but need some dick
And my belt monogram
When I die bet she fuck my hologram though
When I die bet she fuck my hologram though
When I die bet she fuck my hologram
When I die bet she fuck my hologram
My hologram
We in my black Benz, windows up
Getting head, smoking blunts
Everybody know what's up
And I turn them girls to sluts
Crib's like a mob boss
My bitch get my car washed
We nonstop, my dick out, her jaw drop
Cause all we do is fuck f-f-fuck-fuck
All she wanna do is fuck f-f-fuck-fuck
All she- all she wanna do is fuck f-f-fuck-fuck
All she wanna do is fuck f-f-fuck-fuck
Fuck
Don't I look like a drug dealer?
Don't I look like I'm somebody
Killing beats with that Murder Inc
Don't I look like I'm Irv Gotti
Riding through with my hippy van
You broke bitches don't give a damn
You softer than the Michelin man
Your bitch put her pussy on Instagram
Better go hard when my flow start
They brand new with they old cars
Your pockets is on low carbs
She do a show, she a pollstar
In the penthouse, with the pants down
With the camera out, no hands now
Them hard drugs, we don't ran out
Can't believe that's someone's grand child
She's so bad but i like it (like it)
Wanna hear your pussy I'll mic it
My credit card bill is righteous but
Girl that ass is so priceless
Spend the night with
The right bitch
My dick ill, my pipe sick
Small pussy, tight fit
She loves to sniff that white shit
Fuck free, no charge
I play with that pussy like mozart
Eat that pussy, I won't starve
Love the pussy with my whole heart
Bitch named Layla my Clapton ho
Gimme head put the benz in captain mode
And my belt monogram
When I die bet she fuck my hologram though
When I die bet she fuck my hologram though
When I die bet she fuck my hologram though
We in my black Benz, windows up
Getting head, smoking blunts
Everybody know what's up
And I turn them girls to sluts
Crib's like a mob boss
My bitch get my car washed
We nonstop, my dick out, her jaw drop
Cause all we do is fuck f-f-fuck-fuck
All she wanna do is fuck f-f-fuck-fuck
All she- all she wanna do is fuck f-f-fuck-fuck
All she wanna do is fuck f-f-fuck-fuck
Fuck",367930
O.K. - Bonus Track,Watching Movies with the Sound Off (Deluxe Edition),0.764,0.741,0.43,-6.863,115.211,2013,"(Woo) Get 'em Mac, Mac, Mac, Mac, Mac, Mac (Yeah), Mac, Mac
Get 'em, ah (I got it)
Girl, shake that body
Get 'em Mac, Mac, Mac, Mac, Mac, Mac, Mac, Mac
Get 'em, ah (Oh shit, oh shit)
Girl, shake that body (Oh shit, oh shit)
Get 'em


Woah, what do we have here? (Woah)
People want to know how we could be that weird (That weird)
How many hoes want to clean Mac's beard? (My beard)
I kill flows, think I need that tear on a tattoo (Uh-huh)
My bitch suck, she a vacuum (Let's go)
Fuck her in the ass every time I'm in a bad mood (Uh)
Ain't got a choice, no, she do it 'cause she have to
I hit it raw while I'm listenin' to Papoose (Woo)
No respect (Oh), 'cause you wear a V-neck (Oh)
Got me stressed, pressure that could even make Keith sweat (Woo)
I wish Narnia was on a GPS (I wish)
I wish Rihanna was DTF (Bad bitch)
I got rich with these rap songs (Songs)
Bought a drug problem, now the cash gone (It's all gone)
Album filled with all sad songs
But this the one that I can laugh on (Haha)


Get 'em Mac, Mac, Mac, Mac, Mac, Mac, Mac, Mac
Get 'em, ah
Girl, shake that body
Get 'em Mac, Mac, Mac, Mac, Mac, Mac, Mac, Mac
Get 'em, ah
Girl, shake that body


Girl, shake that body, them ass and totties
I wanna see them cankles at my hotel lobby (No, nigga, fuck you)
Bitch, why you so damn snobby? (Uh-uh)
Your ass flatter than the back of my head
I bought you dinner, now it's time to pay me back with some head
Or I'ma have my little sister beat the back of your head (Uh-uh)
I'm a grade-A douchebag, I'm a dickhead
Asshole area where my gooch sag
Little momma got salty at me, she started talkin' tough
So I called the Wolf Gang up, they start to bark it up
Popped a hundred mollies, fifth of sherm, think I was sparkin' up
A bottle of Zima, the Bimmer, I started parkin' up
Seen my nigga, Mac, and he hopped in the back
And then we jet to Fatburger, ordered some Big Macs (Motherfucker)
And bitch came with a gauge, and she wanted my fade (Fuck you)
But I'm a bitch-ass nigga (Yeah), so I say


Get 'em Mac, Mac, Mac, Mac, Mac, Mac, Mac, Mac
Get 'em, ah
Girl, shake that body
Get 'em Mac, Mac, Mac, Mac, Mac, Mac, Mac, Mac
Get 'em, ah
Girl, shake that body


T-Dollaz and Mac Meezy
Makin' sure you niggas don't win like referees
Lookin' for the bitches that love to suck peewee, Herman, I'm a vermin
And you could tell I golf with my hat, bitch, fuck Thurnis

[Verse 4: Mac Miller]
Um, I'm at IHOP to eat with Tyler (Yum)
Drink cocoa, then double-team Mariah (Let's do that)
But please, don't tell Nick
We were all watchin' movies at a Motel 6 (Okay)
Like ha-ha, ha-ha, ha-ha-ha (Uh-huh)
I hope Kendrick fucked Gaga (For real)
If Madonna on the Kabbalah
Then me and Snoop could chill and be Rastas
I don't need Prada to show you I'm rich
Pullin' out the llama like, ""Show me your tits""
Keep cryin' 'cause I still ain't over my bitch, oh well

[Outro: Mac Miller]
It'll be okay",175672
Claymation - Bonus Track,Watching Movies with the Sound Off (Deluxe Edition),0.624,0.879,0.264,-4.849,157.925,2013,"Bitches stay hating
This is Claymation
Fucked up, get away
That's a vacation
Want to get paid, who doesn't though?
I'mma be a ghost, take a polaroid picture
Bitches stay hating
This is Claymation
Fucked up, get away
That's a vacation
Want to get paid, who doesn't though?
I'mma be a ghost, take a polaroid picture
Fresh off a steroid swisher
Pistol at the peephole that's a paranoid nigga
One of a kind though
Ain't nobody close to me
Your answers straight over G
I'll bag you like groceries
It's whatever though
Whatever cross my mind
Haters got no watch
I ain't got the time
Vinny got more flow than a box of wine
Rare as a copper dime
I got an awkward mind
But it's beautiful, like Russel Crowe
Fire at the fingertips can't extinguish it
Shorty gave me tight head without shrinkin' it
Coolest kid out, on my Chuck Inglish shit
Mac and Vinny, always get the people loose
Fall back, strike back
Just like evil do
The birds prey on us like eagles do
It's like claymation the way they bend and move
Bitches stay hating
This is Claymation
Fucked up, get away
That's a vacation
Want to get paid, who doesn't though?
I'mma be a ghost, take a polaroid picture
Bitches stay hating
This is Claymation
Fucked up, get away
That's a vacation
Want to get paid, who doesn't though?
I'mma be a ghost, take a polaroid picture
Monster and Michael Keaton
And I'm off'in you while you sleep
And you talking but it's so cheap
And I'm popular for a reason
I got a pool but it's sharks swimmin in the deep end
Don't get much sleep, two minutes and get a dream in
Is all you need
It's crazy
The colony was lost at sea getting wavy
The rawest rapper
Baby forehead autographer
On top of Saturn
I'm sending shots from a rocket blaster
Believe me this is where geniuses live
It's Most Dope
We holier than all of Jesus' kids
But we speaking in heathens
And all of these Even Stevens
Who don't need a reason
Just want a bitch they can feed with semen
No need for sleepin
Cheeba gon' keep me dreaming
I'm faded
Been in Cali a lil too long it got me jaded
Hit Japan and I'm instagram camera shy
Samurais
Fucking up a Jerm beat
Teach you how to vandalize
The bandana Santana tied
The sound amplified screams on Kennywood's Steel Phantom ride
My pockets fat I'm still looking for some pants my size
They over-analyze everything I fantasize
We could have a conversation we could pantomime
Girl you could come a little closer put your hand in mine
This life a prison it's time to set you free
Watching movies in silence describing what I see
Bitches stay hating
This is Claymation
Fucked up, get away
That's a vacation
Want to get paid, who doesn't though?
I'mma be a ghost, take a polaroid picture
Bitches stay hating
This is Claymation
Fucked up, get away
That's a vacation
Want to get paid, who doesn't though?
I'mma be a ghost, take a polaroid picture",220470
English Lane,Blue Slide Park,0.227,0.507,0.0372,-9.501,141.657,2011,"On't even know my schedule, levels reachin' several
Rose petals deliver, make you feel special
They thought the money should've changed it
Slide's still blue why the world keep tryin' to paint it?
When the length around you changes try to keep your sameness
Try to keep your brain maintainin' through the lameness
Sometimes I just wanna go
Back to Blue Slide Park, the only place I call home
I hope it's never all gone, don't think it's ever all gone
Sometimes I just wanna go
Back to Blue Slide Park, the only place I call home
I hope it's never gone, forever long...",167437
Blue Slide Park,Blue Slide Park,0.16,0.858,0.282,-5.629,95.515,2011,"Blue Slide Park,
It's Blue Slide Park man, uhhh,
Just fuckin' Blue Slide Park
Hey, I got these Ray Ban shades
Kinda look like somethin' Lennon would rock
It seems like now I got a couple bags whenever I shop
Louis shoes, polo socks, some name brand dumb shit
Logo never make a man, but I'm still blowin' thousands on it
No clue what I'm callin' my album
Fans be at my pants, screamin', callin' me Malcolm
Never knew the outcome be this much cash, now
Bank account lookin' like a George Young stash house
Youngin' actin' out and topics that I rap about be very big if to politics to bitches pullin' asses out
That's exactly how I do this as a rapper,
I'm nuttin' in her mouth, you tongue kissin' her after
Daughters, moms kinda want me, neuter
But they also want the kid to come right on they cooter
Have the music sounding better than guitar tuners
Plus I'm doin' shows daily, call me John Stewart
So, who you know is iller than Mac Miller and Company?
It's like I planted money seeds right underneath the fuckin' tree
Now I got a hundred G's so none of ya'll can fuck with me
Yeah, I said it publicly, so run and tell your mother, mother fucker.
I said run and tell your mother, mother fucker.
Hold up Jerm, let me spit a second.
Aye, yo I breeze past haters in the E Class quickly
In deep, did a hundred songs, and that's this week
Shit keeps going on and on
We just tryna go bananas like its Donkey Kong, Yeah
On my grind, always need to work
So I be eatin' good, you be eatin' dirt
If you talkin' shit, you gon' see me smirk
While the DJ's be scratchin' 'til the needles burst
A couple screws prolly loose in my head
Holla at my girl, tell her to bring that doobie to bed
I'm a regular guy within a regular life
Except I'm a Lamborghini if it's racing a bike
Who knew, that I could turn, turn sound into something so cool
Fresh kids see me I am bustin' dope moves
Comin', and soon, do a D-turn and view
Creep in your kitchen, start ea-ting your food
Girls tryna fuck, I don't be in the mood
No time for pussy when my knee in the room
Ooh, I switch flows switch rhythm
Sick spittin', unlimited ammunition.
Hey, Hey, Blue Slide Park.",268366
Party On Fifth Ave.,Blue Slide Park,0.663,0.823,0.328,-5.21,97.67,2011,"Yeah, Ha ha ha ha ha
I think I see where you're goin' with this one E
Hey, hey, been around the world and back, yeah I did that
Still kick raps in cars and packs, so where's my kids at?
And everybody hatin' sounded funnier than Sinbad
I'm ill as the pills that they give you when you collapse
This, that, the other, kiss your mother with that mouth?
We the ass wholes that she warned you about
We just storm in your house open doors through a cloud
Got an assortment of styles, just be sure that it's wild
6:30 in the mornin' and there still ain't signs of slowin' down
Twin sisters gettin' wasted so they both are down
It's goin' down, I thought I told you man
If you tryna to party let me see you raise your hand
There's a party on 5th ave, hit me if you tryna go
I can be there in like 20
I'mma hump it and come runnin', cause we gotta hit the road
Make you sure you gotta
Clean shirt, clean pants, new shoes
We're just about there you choose
We're at the party on 5th ave tonight
And that's what I'm tryna do
Hey, what's the difference between me and you?
When no one believe in you, I'm flyer than beetle juice
Don't count on the sheep to snooze, I'm fucked up off weed and booze
I party then sleep til noon, what every day people do
So haters see me improve just give me a week or two
See when you read the news, my bitches all sleepin' nude
My rhyme time is why, my album is fly
Your favorite record, you gonna put it aside
This that old school shit soundin' good in the ride
And fuck ten, I'm only countin' to nine
Said this that old school shit, soundin' good in the ride
So let's head out to the party I'll drive
There's a party on 5th ave, hit me if you tryna go
I can be there in like 20
I'ma hump it and come runnin', cause we gotta hit the road
Make you sure you gotta
Clean shirt, clean pants, new shoes
We're just about there you choose
We're at the party on 5th ave tonight
And that's what I'm tryna do
What's goin' on? There's a party
Hope the neighbors don't mind us gettin' loud
Homies to the left, all the ladies to the right
We came to get down, we gonna do that now
My light up shoes on, my light up shoes on
My light up shoes on
They love the way my kicks flash
This ain't a time to just sit back
Cause, there's a party on 5th ave
There's a party on 5th ave, hit me if you tryna go
I can be there in like 20
I'mma hump it and come runnin', cause we gotta hit the road
Make you sure you gotta
Clean shirt, clean pants, new shoes
We're just about there you choose
We're at the party on 5th ave tonight
And that's what I'm tryna do",256423
PA Nights,Blue Slide Park,0.235,0.616,0.231,-6.848,88.932,2011,"Hey, ten thousand dollar hands, million dollar plan
My fam's still the only people that really know me for who I am
Damn, got me askin' when I got this fly
The type to change because of fame, I'm just not that guy
Still sippin' on my 40 when the cops drove by
When I go, gotta tell my girl to stop, don't cry
See, I-I-I been buyin' these diamonds
All designer clothes and a Benz just to drive in
Autograph signin' must've got to my head
Fuck that, I've been the same lil' mofucka
Always down to share my shit, melody with snare kick
So I don't give a fuck about some lames I rode the ferry with
My larynx is imperative to live, music's what I need, boy
Destroy all of these fake me's, they decoys
Everywhere I go, these companies give me free toys
These random strangers just treatin' me like we boys
Ayo, Pennsylvania nights, nine-thirty flights
Thinking to myself, where does all this go?
No time to care, more I can share
By now, this life is all I know
So this is all I know, this is all I know
Taught myself to walk, then got up and took flight
Hey, bullshit's always gonna be bullshit
So make a toast to the good life
Hey, hey, ten thousand dollar hands, billion dollar plan
Listenin' to jams while I'm sittin' in my van
This is who I am, wrote these lyrics on my DNA code
Happy as hell, MDMA, yo!
Fuck a job, there ain't no one that I call my boss
We just tryna work so we can blow up like a molotov
And it kinda wake me up like a coffee shop
Thinkin' bout my people who was murdered in the Holocaust
Got me thankful just for life by itself
And there's way more people here I should be tryna to help
Am I wrong for spendin' money how I do, probably yes
It's just funny old people see the logo on my chest
You got ya thumb held high, we can be friends
Other people pretend, we hang out on the weekends
These fuckers lil' bit creepy, so we just leave them
Say get some rest, when I die, I'mma sleep in
Ayo, Pennsylvania nights, nine-thirty flights
Thinking to myself, where does all this go?
No time to care, more I can share
By now, this life is all I know
So this is all I know, this is all I know
Taught myself to walk, then got up and took flight
Hey, bullshit's always gonna be bullshit
So make a toast to the good life
Pennsylvania nights, nine-thirty flights
Thinking to myself, where does all this go?
No time to care, more I can share
By now, this life is all I know
So this is all I know, this is all I know
Taught myself to walk, then got up and took flight
Hey, bullshit's always gonna be bullshit
So make a toast to the good life",278044
Frick Park Market,Blue Slide Park,0.227,0.808,0.0598,-5.643,156.125,2011,"Uh let me get a turkey sandwich
Uh, lettuce, tomato (bitch)
My name Mac Miller, who the fuck are you?
Well my crew too live but I ain't Uncle Luke
And I ain't no hipster, girl I can make your hips stir
From Pittsburgh, smoke papers or a swisher
Welcome to the Cam Rellim chronicles
Looking out my monocle
I'm dodging obstacles, I gamble like the Bellagio
You cockroach, I'm heroin cause everything I talk is dope
Type to leave it clean and fucking shiny word to Mop and Glo
Tryin' to get a mansion ain't nobody here gonna find my room
Money gonna be green I guarantee you that my socks stay blue
So press play, I start from scratch and never use no template
The next day these losers always goin' with what's trendy
My pen game is something these motherfuckers have never seen
All City Champion everybody is second string
No need to testify (testify) for the best is I (best is I)
And anybody in my way goin' to be left to die
I'ma feed the world you can put it on my tab
Run until my legs go numb, I don't plan on looking back
Anything you need you can find it at the market
If you don't hold me down for all I care you can starve bitch
I'ma feed the world you can put it on my tab
Run until my legs go numb, I don't plan on looking back
Anything you need you can find it at the market
Anything you need you can find it at the market
I got my own stickers now so literally I'm everywhere
Hundred different shoes to fill no need to cop a fresher pair
These motherfuckers treat me like it's just my second year
Fool you better get prepared
Don't know 'bout you but all my rhymes is deadly here
Frick Park Market where we kicking out the garbage
Sick bars I've been a boss so stick around and watch it
Did the round, no college campus chilling writing on top of planet Earth
Fuck who's first, it's just bout who the hardest
On my own two, fuck whose saying different
Every time I rhyme I get that Punxsutawney feeling
I'm the starter you the fill in
You a martyr I'm just killing
Getting harder with each time I write
Wish I could rewind last night
I had so much fun just kickin' it and goin' in
Don't call me Malcolm if you didn't fuckin' know me then
And if you lonely girl I could be your only friend
You got some shit to say I suggest you hold it in
I'ma feed the world you can put it on my tab
Run until my legs go numb, I don't plan on looking back
Anything you need you can find it at the market
If you don't hold me down for all I care you can starve bitch
I'ma feed the world you can put it on my tab
Run until my legs go numb, I don't plan on looking back
Anything you need you can find it at the market
Anything you need you can find it at the market
Yeah, and this is Blue Slide Park",241651
Smile Back,Blue Slide Park,0.235,0.834,0.156,-6.547,151.349,2011,"I just be like fuck you, what you need?
You can't get nothin' from me
You was talkin' shit, now I'm somebody you would love to be
I'ma do my thing until the day the reaper come for me
You can keep on grillin', I'ma smile back, smile back (Just tell 'em Mac)
Call your army, bring your tanks, I'm a big boy with a big boy bank
Self-employed, independent, once you start, don't take no breaks
Work until I get it, I bet it's gon' take a second
But once I start up my engine I'm gone, too fast to catch him
I'm Lennon mixed up with UGK, maybe try that purple drink
What I'm on is strong, yours weaker than seven days
Sweeter than crème brûlée, presidential head of state
Dopest motherfucker since before I hit the seventh grade
Elevate, Buddha shit, cooler than what coolest is
Slick without no lubricant, bullshit, you just full of it
Stupid bitch, keep on hatin', I'ma keep on doin' it
Spend a day as me, boy you couldn't get the shoes to fit
I just be like fuck you, what you need?
You can't get nothin' from me
You was talkin' shit, now I'm somebody you would love to be
I'ma do my thing until the day the reaper come for me
You can keep on grillin', I'ma smile back, smile back
I just be like fuck you, what you need?
You can't get nothin' from me
You was talkin' shit, now I'm somebody you would love to be
I'ma do my thing until the day the reaper come for me
You can keep on grillin', I'ma smile back, smile back
Used to tell me I was fake, they would hate, now they on my dick
Most Dope is my family, have respect for my conglomerate
Rollie on my wrist, I ain't rich, but I'm still coppin' shit
Jerm is on the beat, he got that heat, hold up, drop it quick
And bring it back
I could change the world with just a single track
Underage table in the back, smokin', drinkin' yak
Pittsburgh, let me show the world just where my city at
On the map, illest city out, I guess that's just a fact
I'ma live in Rome, drink Patron and have a ball
After all, only get one life, so there's no time to stall
I'ma do it, stupid dudes with all exclusive shit to move with
Just a few kids tryna bullshit, still with my boys I straight up grew with
I just be like fuck you, what you need?
You can't get nothin' from me
You was talkin' shit, now I'm somebody you would love to be
I'ma do my thing until the day the reaper come for me
You can keep on grillin', I'ma smile back, smile back
I just be like fuck you, what you need?
You can't get nothin' from me
You was talkin' shit, now I'm somebody you would love to be
I'ma do my thing until the day the reaper come for me
You can keep on grillin', I'ma smile back, smile back",202351
Under The Weather,Blue Slide Park,0.606,0.794,0.163,-5.426,119.994,2011,"Hey, hey,
I bet it must be nice chilling every day
Not really doin' shit, a couple million in the bank
I'm working all the time, never getting me a break
Fuck it, that's fine, not a minute go to waste
I just wanna be a legend, every second I got to be going in
A part of me want to chill, but a part of me want to win
No college paying my bills, I'm saying just what it feels
Cause haters be looking stupid when you just keepin it real
I got too much on my mind to care about the internet bullshit
When the people coming up sayin I'm forgetting who I am just because they
Random dudes I went to school with
I'm cool with chillin with some buddha smoke
I always do it big like a Jewish nose
Cadillacs I'm trynna get a few of those
Fuck stress, everything will be okay
How did you know I was feeling
So under the weather this evening
If you don't mind, come rest your mind
I think it's all gon' be okay
They say they love you, but they get it
They say they bought your CD, but they didn't
If you don't mind, come rest your mind
I think it's all gon' be okay
Do you believe in fairytales, dreams come true?
One day you gonna make it
If they gave you hand out, and you were down, babe, would you take it?
I found out being famous in reality, well it ain't shit
Cause you could have the world in the palm of your hand
But it don't mean a thing 'til you change it
Listen, baby, I'mma be great now
We can watch a movie, fuck it, stay up late
I'mma make my way to the top, every day I get closer
When I was young they told me to wait until I'm older
And turned a cold shoulder to me
And now they want tickets to my shows for free
Hey man, can I take a pic? Can I have an autograph?
Bitch suck my dick
How did you know I was feeling
So under the weather this evening
If you don't mind, come rest your mind
I think it's all gon' be okay
They say they love you, but they get it
They say they bought your CD, but they didn't
If you don't mind, come rest your mind
I think it's all gon' be okay
Go front, back, side to side
Wave, say hi from round by
I know it sucks with it 9 to 5, but everything will be alright
We go front, back, side to side
Wave, say hi from round by
I know it sucks with it 9 to 5, but everything will be all right
Under the weather shit'll get better
Under the weather shit'll get better
The hate ain't gonna last forever, so I just smile, it's whatever
Under the weather shit'll get better
Under the weather shit'll get better
Don't let anybody say you can't, heart beatin like the 808
Go front, back, side to side
Wave, say hi from round by
I know it sucks with it 9 to 5, but everything will be alright
But everything will be all right!
We go front, back, side to side
Wave, say hi from round by
I know it sucks with it 9 to 5, but everything will be alright
How did you know I was feeling
So under the weather this evening
If you don't mind, come rest your mind
I think it's all gon' be okay
They say they love you, but they get it
They say they bought your CD, but they didn't
If you don't mind, come rest your mind
I think it's all gon' be okay",160868
Of The Soul,Blue Slide Park,0.4,0.699,0.339,-7.614,89.233,2011,"Looks like I wrote this song on paper
First time I did that in like three years
My handwriting is- is horrible and I can barely read this
Hey, hey, don't even know what's in my head anymore though
Uh, figured out I ain't gonna go to college, Lee Corso
Fuckin' girls but I never kept the door closed
Want you all to hear the way I put it in her torso
I ain't normal, I'm clinically insane
I guess it's the result of drugs that enter in my brain
All of a sudden, every legend keep on mentionin' my name
All that does is show me that my life will never be the same
Police tryna to figure out how to get me locked up
I tell those cops, ""Suck dog nuts""
Arriving to the party in a chariot
Lookin' for a scary bitch that I can pop her cherry pit
I'm very sick, yes very ill
Eternal Sunshine, Jim Carey feel
At the amusement park scared of heights, Ferris wheel
Double dare me to kill?
Got some soul like De La do, they say I'm new
It's nothing but some deja vu
Everywhere you go these people hate on you
Deja vu, deja vu
Got some soul like De La do, they say I'm new
It's nothing but some deja vu
Everywhere you go these people hate on you
Deja vu, deja vu
Wind chimes, sick rhymes, been high on this incline
Tryna get my money stackin' tall, six nine
Have some caviar, sip wine
Sacrifice insanity, sacrifice normal
Purpose is for people in the plural
Form never formal, an art form, not a mural
Work four bars that are tighter than your corn rows
See a girl that's lookin' horny in the fourth row
Ha, I just put it in her mouth, ortho
Dontist, manipulating phonics, put em into sonnets
Let me put you on this nastier than Nas is
Bubonic plague, bacteria that's tryna to find a way
Spread, Like yolk from a broken egg
Talkin' shit? You just diggin' your grave
Got some soul like De La do, they say I'm new
It's nothing but some deja vu
Everywhere you go these people hate on you
Deja vu, deja vu
Got some soul like De La do, they say I'm new
It's nothing but some deja vu
Everywhere you go these people hate on you
Deja vu, deja vu
Hypothetically I'm dope, I kick incredibly
Potentially could be the remedy for happiness without the ecstasy
No methamphetamine's, hot, hundred and ten degrees
Visually stunnin', gotta see it on the LED
When I was seventeen I thought I had it figured out
Now I see what it's about, went in down a different route
It's crucial, three new schools, life with a spoonful
Of sugar, yea I need my medicine
Fuckin' Mary Poppins, gotta treat her like the president
Represent all these fuckin' people that I never met
Some expect me to be the greatest ever
Hear me on the radio, shit'll change forever
Now I'm just a pop sensation, fuck your expectations
I'mma be the best, have some patience
Thought that it was great, then poof!
It was nothing but some deja vu",232473
My Team,Blue Slide Park,0.346,0.758,0.161,-7.228,105.014,2011,"Come and talk shit, who the boss bitch?
Moon the crowd now, Randy Moss shit
Sharks swimmin' in the water you'll get tossed in
And fuck a first class, I'm in the cockpit
It's obnoxious, it's bumpin' out my car
Bass'll shake your dinin' room table from afar
Down the street, they can hear me pretty clearly
Makin' in a night what your daddy pull in yearly
See a little style, I got mine's patent
Always rock smile, never a distraction
Brand new Mercedes, cameras when I back in
Fuck with single ladies, yea I did a little actin'
Love me on the weekend but hate me when I'm workin'
Overly dedicated and overly medicated, for certain
By her a brand new purse and it's gravy
I ain't talkin' Slim when I say these bitches Shady
Chicken sandwiches and turquoise beads
Tattoo sleeve, pair of Levi's jeans
Never get no sleep, you know all about me
Come and meet my team, bitch meet my team, meet my team
You know all about me, come and meet my team
Bitch, meet my team, you know all about me
Come and meet my team
And if you see me, I'll be with my team
Got my homie Billy probably in Supreme
Jimmy or Will be selling shirts to the fans
While TreeJay, Clock, got you raisin' your hands
Then you got Q that's my right-hand man
Shout out Little Dave sittin' shotty in the van
Everyone I came with travel like a gang bitch
City after city, everybody speak our language
We just flex, get bootleg checks
Got all these people askin' what's next
Success and a dumb fresh life
Taking bets, you trying to lose a little money tonight
I'm on top of the stage but under the lights
We, invadin' your crib and fuckin' your wife
So have a ball, no sports, no Spalding
Poppin' champagne, gon' spray it on her awnin'
Chicken sandwiches and turquoise beads
Tattoo sleeve, pair of Levi's jeans
Never get no sleep, you know all about me
Come and meet my team, bitch meet my team, meet my team
You know all about me, come and meet my team
Bitch, meet my team, you know all about me
Come and meet my team
Meet my team, I ain't tryna meet yours
What happened to that shit you was talkin before?
Meet my team, I ain't tryna meet yours
What happened to that shit you was talkin before?
Meet my team, I ain't tryna meet yours
What happened to that shit you was talkin before?
Meet my team, I ain't tryna meet yours
Goes one, two, three, four",97285
